Sentences,Label
ngày ba mốt tháng hai chín năm hai không mười tám,unknown num num unknown num num unknown num num num num
ngày ba mốt tháng hai chín năm hai không mười chín,unknown num num unknown num num unknown num num num num
ngày ba mốt tháng hai chín năm hai không hai mốt,unknown num num unknown num num unknown num num num num
ngày ba mốt tháng hai chín năm hai không hai hai,unknown num num unknown num num unknown num num num num
ngày ba mốt tháng hai chín năm hai không hai ba,unknown num num unknown num num unknown num num num num
ngày ba mốt tháng hai chín năm hai không hai bốn,unknown num num unknown num num unknown num num num num
ngày ba mốt tháng hai chín năm hai không hai năm,unknown num num unknown num num unknown num num num num
ngày ba mốt tháng hai chín năm hai không hai sáu,unknown num num unknown num num unknown num num num num
ngày ba mốt tháng hai chín năm hai không hai bảy,unknown num num unknown num num unknown num num num num
ngày ba mốt tháng hai chín năm hai không hai tám,unknown num num unknown num num unknown num num num num
ngày ba mốt tháng hai chín năm hai không hai chín,unknown num num unknown num num unknown num num num num
ngày ba mốt tháng hai chín năm hai không ba mươi,unknown num num unknown num num unknown num num num num
ngày ba mốt tháng hai chín năm hai không ba mốt,unknown num num unknown num num unknown num num num num
ngày ba mốt tháng ba mươi năm hai không mười một,unknown num num unknown num num unknown num num num num
ngày ba mốt tháng ba mươi năm hai không mười hai,unknown num num unknown num num unknown num num num num
ngày ba mốt tháng ba mươi năm hai không mười ba,unknown num num unknown num num unknown num num num num
ngày ba mốt tháng ba mươi năm hai không mười bốn,unknown num num unknown num num unknown num num num num
ngày ba mốt tháng ba mươi năm hai không mười năm,unknown num num unknown num num unknown num num num num
ngày ba mốt tháng ba mươi năm hai không mười sáu,unknown num num unknown num num unknown num num num num
ngày ba mốt tháng ba mươi năm hai không mười bảy,unknown num num unknown num num unknown num num num num
ngày ba mốt tháng ba mươi năm hai không mười tám,unknown num num unknown num num unknown num num num num
ngày ba mốt tháng ba mươi năm hai không mười chín,unknown num num unknown num num unknown num num num num
ngày ba mốt tháng ba mươi năm hai không hai mốt,unknown num num unknown num num unknown num num num num
ngày ba mốt tháng ba mươi năm hai không hai hai,unknown num num unknown num num unknown num num num num
ngày ba mốt tháng ba mươi năm hai không hai ba,unknown num num unknown num num unknown num num num num
ngày ba mốt tháng ba mươi năm hai không hai bốn,unknown num num unknown num num unknown num num num num
ngày ba mốt tháng ba mươi năm hai không hai năm,unknown num num unknown num num unknown num num num num
ngày ba mốt tháng ba mươi năm hai không hai sáu,unknown num num unknown num num unknown num num num num
ngày ba mốt tháng ba mươi năm hai không hai bảy,unknown num num unknown num num unknown num num num num
ngày ba mốt tháng ba mươi năm hai không hai tám,unknown num num unknown num num unknown num num num num
ngày ba mốt tháng ba mươi năm hai không hai chín,unknown num num unknown num num unknown num num num num
ngày ba mốt tháng ba mươi năm hai không ba mươi,unknown num num unknown num num unknown num num num num
ngày ba mốt tháng ba mươi năm hai không ba mốt,unknown num num unknown num num unknown num num num num
ngày ba mốt tháng ba mốt năm hai không mười một,unknown num num unknown num num unknown num num num num
ngày ba mốt tháng ba mốt năm hai không mười hai,unknown num num unknown num num unknown num num num num
ngày ba mốt tháng ba mốt năm hai không mười ba,unknown num num unknown num num unknown num num num num
ngày ba mốt tháng ba mốt năm hai không mười bốn,unknown num num unknown num num unknown num num num num
ngày ba mốt tháng ba mốt năm hai không mười năm,unknown num num unknown num num unknown num num num num
ngày ba mốt tháng ba mốt năm hai không mười sáu,unknown num num unknown num num unknown num num num num
ngày ba mốt tháng ba mốt năm hai không mười bảy,unknown num num unknown num num unknown num num num num
ngày ba mốt tháng ba mốt năm hai không mười tám,unknown num num unknown num num unknown num num num num
ngày ba mốt tháng ba mốt năm hai không mười chín,unknown num num unknown num num unknown num num num num
ngày ba mốt tháng ba mốt năm hai không hai mốt,unknown num num unknown num num unknown num num num num
ngày ba mốt tháng ba mốt năm hai không hai hai,unknown num num unknown num num unknown num num num num
ngày ba mốt tháng ba mốt năm hai không hai ba,unknown num num unknown num num unknown num num num num
ngày ba mốt tháng ba mốt năm hai không hai bốn,unknown num num unknown num num unknown num num num num
ngày ba mốt tháng ba mốt năm hai không hai năm,unknown num num unknown num num unknown num num num num
ngày ba mốt tháng ba mốt năm hai không hai sáu,unknown num num unknown num num unknown num num num num
ngày ba mốt tháng ba mốt năm hai không hai bảy,unknown num num unknown num num unknown num num num num
ngày ba mốt tháng ba mốt năm hai không hai tám,unknown num num unknown num num unknown num num num num
ngày ba mốt tháng ba mốt năm hai không hai chín,unknown num num unknown num num unknown num num num num
ngày ba mốt tháng ba mốt năm hai không ba mươi,unknown num num unknown num num unknown num num num num
ngày ba mốt tháng ba mốt năm hai không ba mốt,unknown num num unknown num num unknown num num num num
đường số một quận một,unknown unknown num unknown num
đường số một quận hai,unknown unknown num unknown num
đường số một quận ba,unknown unknown num unknown num
đường số một quận bốn,unknown unknown num unknown num
đường số một quận năm,unknown unknown num unknown num
đường số một quận sáu,unknown unknown num unknown num
đường số một quận bảy,unknown unknown num unknown num
đường số một quận tám,unknown unknown num unknown num
đường số một quận chín,unknown unknown num unknown num
đường số một quận mười,unknown unknown num unknown num
đường số hai quận một,unknown unknown num unknown num
đường số hai quận hai,unknown unknown num unknown num
đường số hai quận ba,unknown unknown num unknown num
đường số hai quận bốn,unknown unknown num unknown num
đường số hai quận năm,unknown unknown num unknown num
đường số hai quận sáu,unknown unknown num unknown num
đường số hai quận bảy,unknown unknown num unknown num
đường số hai quận tám,unknown unknown num unknown num
đường số hai quận chín,unknown unknown num unknown num
đường số hai quận mười,unknown unknown num unknown num
đường số ba quận một,unknown unknown num unknown num
đường số ba quận hai,unknown unknown num unknown num
đường số ba quận ba,unknown unknown num unknown num
đường số ba quận bốn,unknown unknown num unknown num
đường số ba quận năm,unknown unknown num unknown num
đường số ba quận sáu,unknown unknown num unknown num
đường số ba quận bảy,unknown unknown num unknown num
đường số ba quận tám,unknown unknown num unknown num
đường số ba quận chín,unknown unknown num unknown num
đường số ba quận mười,unknown unknown num unknown num
đường số bốn quận một,unknown unknown num unknown num
